prefix,MA,Name,von,bis,dauer_min_str,auftrag_nummer,position_text,auaw1,auaw2,aw_ant_min_str,st_ant_pct_str,lstgrad,Anwes.,Produkt.,Pause,dauer_min,auaw_min,aw_ant_min,st_ant_pct
,,15:38               ,16:45               ,F,1:07                ,313209,"3,02 W  AUSTAUSCH POLLENFILTER WARTUNG",0:12                ,0:11                ,0:17                ,"64,7%               ",,,,,67,12.0,17.0,64.7
,,07:55               ,10:00               ,F,2:06                ,38099,"1,01 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,0:24                ,0:26                ,"92,3%               ",,,,,126,60.0,26.0,92.3
,,10:01               ,16:46               ,F,6:00                ,38272,"1,03 W  Diagnoseblatt erforderlich",0:42                ,0:27                ,1:12                ,"37,5%               ",,,,,360,42.0,72.0,37.5
,,08:04               ,09:50               ,F,1:46                ,313198,"1,02 W  Vorführung zur Abgas-Untersuchung (AU)",0:24                ,0:21                ,0:18                ,"116,7%              ",,,,,106,24.0,18.0,116.7
,,09:50               ,09:54               ,F,0:04                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,1:55                ,1:50                ,,,4,0.0,0.0,0.0
,,09:54               ,10:46               ,F,0:53                ,219668,"1,01 W  Inspektion nach 1 Jahr 15000 km",1:06                ,1:06                ,0:53                ,"124,5%              ",2:47                ,2:42                ,,,53,66.0,53.0,124.5
,,10:47               ,10:53               ,F,0:07                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,2:54                ,2:49                ,,,7,0.0,0.0,0.0
,,10:53               ,11:01               ,F,0:08                ,219572,"1,01 W  Vorführung zur Abgas-Untersuchung (AU)",0:24                ,0:24                ,0:08                ,"300,0%              ",3:02                ,2:57                ,,,8,24.0,8.0,300.0
,,11:01               ,11:21               ,F,0:20                ,31,"9,02 I  Berger Sascha",--                  ,,,,3:22                ,3:17                ,,,20,0.0,0.0,0.0
,,11:21               ,14:06               ,F,2:00                ,313326,"1,04 W  WARTUNGSARBEIT",0:36                ,0:36                ,2:00                ,"30,0%               ",5:22                ,5:16                ,AP,,120,36.0,120.0,30.0
,,14:06               ,14:33               ,F,0:27                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,5:49                ,5:43                ,AP,,27,0.0,0.0,0.0
,,14:33               ,15:45               ,F,1:12                ,313202,"1,02 W  Ölfilter Austausch Am Fahrzeug",0:42                ,0:29                ,0:51                ,"56,9%               ",,,,,72,42.0,51.0,56.9
,,15:45               ,16:18               ,F,0:33                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,7:34                ,7:28                ,AP,,33,0.0,0.0,0.0
,,16:19               ,16:34               ,F,0:15                ,313202,"1,02 W  Ölfilter Austausch Am Fahrzeug",0:42                ,0:06                ,0:10                ,"60,0%               ",,,,,15,42.0,10.0,60.0
,,16:34               ,16:51               ,F,0:17                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,8:07                ,8:00                ,AP,,17,0.0,0.0,0.0
,,07:45               ,09:33               ,F,1:49                ,37980,"1,04 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,0:30                ,0:42                ,"71,4%               ",,,,,109,60.0,42.0,71.4
,,09:36               ,11:13               ,F,1:37                ,38439,"1,01 W  Motoröl und Ölfilter wechseln",0:30                ,0:30                ,0:34                ,"88,2%               ",,,,,97,30.0,34.0,88.2
,,11:13               ,16:14               ,F,4:16                ,37982,"1,01 W  Inspektion, Zeitpunkt nach 9 Jahren",1:00                ,1:00                ,1:04                ,"93,8%               ",,,,,256,60.0,64.0,93.8
,,07:41               ,09:59               ,F,2:17                ,38021,"1,01 W  Unterbodenschutz anbringen",1:30                ,1:30                ,2:17                ,"65,7%               ",2:17                ,2:17                ,,,137,90.0,137.0,65.7
,,09:59               ,11:10               ,F,1:11                ,219467,"1,01 W  Inspektion nach 13 Jahren",1:00                ,1:00                ,0:39                ,"153,8%              ",,,,,71,60.0,39.0,153.8
,,11:10               ,13:00               ,F,1:05                ,37961,"1,01 W  Inspektion, Zeitpunkt nach 2 Jahren",1:00                ,1:00                ,1:18                ,"76,9%               ",,,,,65,60.0,78.0,76.9
,,13:15               ,14:28               ,F,1:13                ,38284,"1,01 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:45                ,"133,3%              ",,,,,73,60.0,45.0,133.3
,,14:40               ,15:16               ,F,0:36                ,38571,"1,01 W  Vormontage 4 Räder",0:54                ,0:21                ,0:36                ,"58,3%               ",6:50                ,6:23                ,AP,,36,54.0,36.0,58.3
,,15:16               ,16:17               ,F,1:00                ,38552,"1,04 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:37                ,"162,2%              ",,,,,60,60.0,37.0,162.2
,,16:18               ,16:44               ,F,0:26                ,31,"8,01 I  Majer Jan",--                  ,,,,8:17                ,7:50                ,AP,,26,0.0,0.0,0.0
,,08:05               ,08:31               ,F,0:26                ,38248,"1,01 I  Inspektion nach 60 000 km",1:54                ,0:31                ,0:12                ,"258,3%              ",,,,,26,114.0,12.0,258.3
,,08:31               ,09:25               ,F,0:54                ,38432,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:45                ,"66,7%               ",,,,,54,30.0,45.0,66.7
,,09:26               ,09:40               ,F,0:14                ,38452,"1,01 [Position fehlt!]",??                  ,,,,1:40                ,1:34                ,,,14,0.0,0.0,0.0
,,09:45               ,11:00               ,F,1:14                ,36557,"1,01 W  Überprüfung auf Nacharbeiten / Kampagnen",--                  ,,,,,,,,74,0.0,0.0,0.0
,,11:05               ,13:38               ,F,1:48                ,37839,"1,01 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,1:35                ,"63,2%               ",,,,,108,60.0,95.0,63.2
,,13:39               ,14:32               ,F,0:53                ,38222,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:44                ,"68,2%               ",,,,,53,30.0,44.0,68.2
,,14:33               ,14:34               ,F,0:01                ,38470,"1,01 I  Vormontage 4 Räder intern",0:54                ,0:01                ,0:01                ,"100,0%              ",,,,,1,54.0,1.0,100.0
,,14:35               ,15:12               ,F,0:37                ,38261,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:31                ,"96,8%               ",,,,,37,30.0,31.0,96.8
,,15:12               ,16:58               ,F,1:46                ,38470,"1,01 I  Vormontage 4 Räder intern",0:54                ,0:53                ,1:04                ,"82,8%               ",,,,,106,54.0,64.0,82.8
,,08:42               ,09:47               ,F,1:05                ,313331,"1,02 I  Winterräder stehen in der Halle",0:30                ,0:30                ,0:36                ,"83,3%               ",,,,,65,30.0,36.0,83.3
,,09:55               ,10:21               ,F,0:27                ,313333,"1,02 I  Winterräder montieren, Sommerräder einl",0:30                ,0:30                ,0:27                ,"111,1%              ",2:23                ,1:32                ,,,27,30.0,27.0,111.1
,,10:37               ,11:52               ,F,1:16                ,313338,"1,04 W  Vormontage 4 Räder",0:54                ,0:54                ,1:16                ,"71,1%               ",3:54                ,2:47                ,,,76,54.0,76.0,71.1
,,12:56               ,13:34               ,F,0:35                ,313275,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:22                ,"136,4%              ",,,,,35,30.0,22.0,136.4
,,13:42               ,14:10               ,F,0:28                ,313300,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:23                ,"130,4%              ",,,,,28,30.0,23.0,130.4
,,14:16               ,14:34               ,F,0:18                ,313210,"2,01 W  Lichttest ohne Berechnung",0:12                ,0:12                ,0:12                ,"100,0%              ",,,,,18,12.0,12.0,100.0
,,14:34               ,15:15               ,F,0:41                ,313297,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:34                ,"88,2%               ",,,,,41,30.0,34.0,88.2
,,07:36               ,08:38               ,F,1:02                ,38529,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,0:33                ,0:56                ,"58,9%               ",,,,,62,60.0,56.0,58.9
,,09:19               ,10:49               ,F,1:30                ,38448,"1,01 W  Vormontage 4 Räder",0:54                ,0:54                ,0:54                ,"100,0%              ",,,,,90,54.0,54.0,100.0
,,11:08               ,13:03               ,F,1:09                ,38565,"1,02 I  NACH 50 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:57                ,"52,6%               ",,,,,69,30.0,57.0,52.6
,,13:03               ,14:13               ,F,1:10                ,38523,"1,01 I  Vormontage 4 Räder intern",0:54                ,0:54                ,1:10                ,"77,1%               ",5:52                ,5:50                ,AP,,70,54.0,70.0,77.1
,,14:13               ,15:36               ,F,1:23                ,25412,"1,01 I  Steuergerät Airbag umprogrammieren",0:54                ,0:27                ,1:23                ,"32,5%               ",7:15                ,7:13                ,AP,,83,54.0,83.0,32.5
,,07:45               ,08:02               ,F,0:17                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,0:17                ,0:17                ,,,17,0.0,0.0,0.0
,,08:03               ,12:56               ,F,4:08                ,313225,"5,04 W  MDI - Diagnose",0:24                ,0:19                ,2:22                ,"13,4%               ",,,,,248,24.0,142.0,13.4
,,12:56               ,13:59               ,F,1:03                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,5:29                ,5:28                ,AP,,63,0.0,0.0,0.0
,,13:59               ,14:44               ,F,0:45                ,313320,"2,02 W  Sensor 1",0:18                ,0:18                ,0:16                ,"112,5%              ",,,,,45,18.0,16.0,112.5
,,14:45               ,14:49               ,F,0:04                ,313229,"1,02 W  Vorführung zur Abgas-Untersuchung (AU)",0:24                ,0:24                ,0:04                ,"600,0%              ",6:19                ,6:17                ,AP,,4,24.0,4.0,600.0
,,14:49               ,15:19               ,F,0:31                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,6:49                ,6:48                ,AP,,31,0.0,0.0,0.0
,,07:34               ,07:46               ,F,0:12                ,219011,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:15                ,0:10                ,"150,0%              ",,,,,12,30.0,10.0,150.0
,,07:46               ,07:57               ,F,0:11                ,219270,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:15                ,0:09                ,"166,7%              ",,,,,11,30.0,9.0,166.7
,,07:57               ,08:12               ,F,0:15                ,219333,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:15                ,0:12                ,"125,0%              ",,,,,15,30.0,12.0,125.0
,,08:12               ,08:26               ,F,0:14                ,219990,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:15                ,0:07                ,"214,3%              ",,,,,14,30.0,7.0,214.3
,,08:26               ,08:43               ,F,0:17                ,38064,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:15                ,0:14                ,"107,1%              ",,,,,17,30.0,14.0,107.1
,,08:43               ,08:57               ,F,0:15                ,38096,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:15                ,0:12                ,"125,0%              ",,,,,15,30.0,12.0,125.0
