Kontonr EIGEN;Kontobezeichnung (rein informativ!) EIGEN;Kontonr ALTERNATIV;Kontobezeichnung ALTERNATIV;
712372;NW EW Astra TwinTop Vermitt L;-;-;
713001;NW EW Leapmotor C10 Kd Kauf;-;-;
713002;NW EW Leapmotor C10 Kd Kauf;-;-;
713011;NW EW Leapmotor C10 Kd Leas;-;-;
713012;NW EW Leapmotor C10 Kd Leas;-;-;
713021;NW EW Leapmotor C10 Gewkd Kauf;-;-;
713022;NW EW Leapmotor C10 Gewkd Kauf;-;-;
713031;NW EW Leapmotor C10 Gewkd Leas;-;-;
713032;NW EW Leapmotor C10 Gewkd Leas;-;-;
713041;NW EW Leapmotor C10 Großkd Kauf;-;-;
713042;NW EW Leapmotor C10 Großkd Kauf;-;-;
713051;NW EW Leapmotor C10 Großkd Leas;-;-;
713052;NW EW Leapmotor C10 Großkd Leas;-;-;
713061;NW EW Leapmotor C10 Vermitt K;-;-;
713062;NW EW Leapmotor C10 Vermitt K;-;-;
713071;NW EW Leapmotor C10 Vermitt L;-;-;
713072;NW EW Leapmotor C10 Vermitt L;-;-;
713101;NW EW Leapmotor T03 Kd Kauf;-;-;
713102;NW EW Leapmotor T03 Kd Kauf;-;-;
713111;NW EW Leapmotor T03 Kd Leas;-;-;
713112;NW EW Leapmotor T03 Kd Leas;-;-;
713121;NW EW Leapmotor T03 Gewkd K;-;-;
713122;NW EW Leapmotor T03 Gewkd K;-;-;
713131;NW EW Leapmotor T03 Gewkd L;-;-;
713132;NW EW Leapmotor T03 Gewkd L;-;-;
713141;NW EW Leapmotor T03 Großkd K;-;-;
713142;NW EW Leapmotor T03 Großkd K;-;-;
713151;NW EW Leapmotor T03 Großkd L;-;-;
713152;NW EW Leapmotor T03 Großkd L;-;-;
713161;NW EW Leapmotor T03 Vermitt K;-;-;
713162;NW EW Leapmotor T03 Vermitt K;-;-;
713171;NW EW Leapmotor T03 Vermitt L;-;-;
713172;NW EW Leapmotor T03 Vermitt L;-;-;
713201;NW EW Leapmotor B10 an Kd Kauf;-;-;
713202;NW EW Leapmotor B10 an Kd Kauf;-;-;
713211;NW EW Leapmotor B10 an Kd Leas;-;-;
713212;NW EW Leapmotor B10 an Kd Leas;-;-;
713221;NW EW Leapmotor B10 Gewkd Kauf;-;-;
713222;NW EW Leapmotor B10 Gewkd Kauf;-;-;
713231;NW EW Leapmotor B10 Gewkd Leas;-;-;
713232;NW EW Leapmotor B10 Gewkd Leas;-;-;
713241;NW EW Leapmotor B10 Großkd K;-;-;
713242;NW EW Leapmotor B10 Großkd K;-;-;
713251;NW EW Leapmotor B10 Großkd L;-;-;
713252;NW EW Leapmotor B10 Großkd L;-;-;
713261;NW EW Leapmotor B10 Vermitt K;-;-;
713262;NW EW Leapmotor B10 Vermitt K;-;-;
713271;NW EW Leapmotor B10 Vermitt L;-;-;
713272;NW EW Leapmotor B10 Vermitt L;-;-;
713301;NW EW Saab 9.5 Kombi Kd Kauf;-;-;
713302;NW EW Saab 9.5 Kombi Kd Kauf;-;-;
713311;NW EW Saab 9.5 Kombi Kd Leas;-;-;
713312;NW EW Saab 9.5 Kombi Kd Leas;-;-;
713321;NW EW Saab 9.5 Kombi Gewkd K;-;-;
713322;NW EW Saab 9.5 Kombi Gewkd K;-;-;
713331;NW EW Saab 9.5 Kombi Gewkd L;-;-;
713332;NW EW Saab 9.5 Kombi Gewkd L;-;-;
713341;NW EW Saab 9.5 Kombi Großkd K;-;-;
713342;NW EW Saab 9.5 Kombi Großkd K;-;-;
713351;NW EW Saab 9.5 Kombi Großkd L;-;-;
713352;NW EW Saab 9.5 Kombi Großkd L;-;-;
713361;NW EW Saab 9.5 Kombi Vermitt K;-;-;
713362;NW EW Saab 9.5 Kombi Vermitt K;-;-;
713371;NW EW Saab 9.5 Kombi Vermitt L;-;-;
713372;NW EW Saab 9.5 Kombi Vermitt L;-;-;
713401;NW EW Saab 9.3 Kombi Kd Kauf;-;-;
713402;NW EW Saab 9.3 Kombi Kd Kauf;-;-;
713411;NW EW Saab 9.3 Kombi Kd Leas;-;-;
713412;NW EW Saab 9.3 Kombi Kd Leas;-;-;
713421;NW EW Saab 9.3 Kombi Gwkd Kauf;-;-;
713422;NW EW Saab 9.3 Kombi Gwkd Kauf;-;-;
713431;NW EW Saab 9.3 Kombi Gwkd Leas;-;-;
713432;NW EW Saab 9.3 Kombi Gwkd Leas;-;-;
713441;NW EW Saab 9.3 Kombi Groß Kauf;-;-;
713442;NW EW Saab 9.3 Kombi Groß Kauf;-;-;
713451;NW EW Saab 9.3 Kombi Groß Leas;-;-;
713452;NW EW Saab 9.3 Kombi Groß Leas;-;-;
713461;NW EW Saab 9.3 Kombi Verm Kauf;-;-;
713462;NW EW Saab 9.3 Kombi Verm Kauf;-;-;
713471;NW EW Saab 9.3 Kombi Verm Leas;-;-;
713472;NW EW Saab 9.3 Kombi Verm Leas;-;-;
713501;NW EW Saab 9.7 SUV Kunde Kauf;-;-;
713502;NW EW Saab 9.7 SUV Kunde Kauf;-;-;
713511;NW EW Saab 9.7 SUV Kunden Leas;-;-;
713512;NW EW Saab 9.7 SUV Kunden Leas;-;-;
713521;NW EW Saab 9.7 SUV Gewkd Kauf;-;-;
713522;NW EW Saab 9.7 SUV Gewkd Kauf;-;-;
713531;NW EW Saab 9.7 SUV Gewkd Leas;-;-;
713532;NW EW Saab 9.7 SUV Gewkd Leas;-;-;
713541;NW EW Saab 9.7 SUV Großkd Kauf;-;-;
713542;NW EW Saab 9.7 SUV Großkd Kauf;-;-;
713551;NW EW Saab 9.7 SUV Großkd Leas;-;-;
713552;NW EW Saab 9.7 SUV Großkd Leas;-;-;
713561;NW EW Saab 9.7 SUV Verm Kauf;-;-;
713562;NW EW Saab 9.7 SUV Verm Kauf;-;-;
713571;NW EW Saab 9.7 SUV Verm Leas;-;-;
713572;NW EW Saab 9.7 SUV Verm Leas;-;-;
713901;NW EW HHR an Kunden Kauf;-;-;
713902;NW EW HHR an Kunden Kauf;-;-;
713911;NW EW HHR an Kunden Leas;-;-;
713912;NW EW HHR an Kunden Leas;-;-;
713921;NW EW HHR an Gewerbekd Kauf;-;-;
713922;NW EW HHR an Gewerbekd Kauf;-;-;
713931;NW EW HHR an Gewerbekd Leas;-;-;
713932;NW EW HHR an Gewerbekd Leas;-;-;
713941;NW EW HHR an Großkd Kauf;-;-;
713942;NW EW HHR an Großkd Kauf;-;-;
713951;NW EW HHR an Großkd Leas;-;-;
713952;NW EW HHR an Großkd Leas;-;-;
713961;NW EW HHR an Vermittler Kauf;-;-;
713962;NW EW HHR an Vermittler Kauf;-;-;
713971;NW EW HHR an Vermittler Leas;-;-;
713972;NW EW HHR an Vermittler Leas;-;-;
714001;NW EW Spark an Kunden Kauf;-;-;
714002;NW EW Spark an Kunden Kauf;-;-;
714011;NW EW Spark an Kunden Leas;-;-;
714012;NW EW Spark an Kunden Leas;-;-;
714021;NW EW Spark an Gewkd Kauf;-;-;
714022;NW EW Spark an Gewkd Kauf;-;-;
714031;NW EW Spark an Gewkd Leas;-;-;
714032;NW EW Spark an Gewkd Leas;-;-;
714041;NW EW Spark an Großkd Kauf;-;-;
714042;NW EW Spark an Großkd Kauf;-;-;
714051;NW EW Spark an Großkd Leas;-;-;
714052;NW EW Spark an Großkd Leas;-;-;
714061;NW EW Spark an Vermitt Kauf;-;-;
714062;NW EW Spark an Vermitt Kauf;-;-;
714071;NW EW Spark an Vermitt Leas;-;-;
714072;NW EW Spark an Vermitt Leas;-;-;
714101;NW EW Kalos an Kunden Kauf;-;-;
714102;NW EW Kalos an Kunden Kauf;-;-;
714111;NW EW Kalos an Kunden Leas;-;-;
714112;NW EW Kalos an Kunden Leas;-;-;
714121;NW EW Kalos an Gewkd Kauf;-;-;
714122;NW EW Kalos an Gewkd Kauf;-;-;
714131;NW EW Kalos an Gewkd Leas;-;-;
714132;NW EW Kalos an Gewkd Leas;-;-;
714141;NW EW Kalos an Großkd Kauf;-;-;
714142;NW EW Kalos an Großkd Kauf;-;-;
714151;NW EW Kalos an Großkd Leas;-;-;
714152;NW EW Kalos an Großkd Leas;-;-;
714161;NW EW Kalos an Vermitt Kauf;-;-;
714162;NW EW Kalos an Vermitt Kauf;-;-;
714171;NW EW Kalos an Vermitt Leas;-;-;
714172;NW EW Kalos an Vermitt Leas;-;-;
714201;NW EW Camaro an Kunden Kauf;-;-;
714202;NW EW Camaro an Kunden Kauf;-;-;
714211;NW EW Camaro an Kunden Leas;-;-;
714212;NW EW Camaro an Kunden Leas;-;-;
714221;NW EW Camaro an Gewkd Kauf;-;-;
714222;NW EW Camaro an Gewkd Kauf;-;-;
714231;NW EW Camaro an Gewdkd Leas;-;-;
714232;NW EW Camaro an Gewdkd Leas;-;-;
714241;NW EW Camaro an Großkd Kauf;-;-;
714242;NW EW Camaro an Großkd Kauf;-;-;
714251;NW EW Camaro an Großkd Leas;-;-;
714252;NW EW Camaro an Großkd Leas;-;-;
714261;NW EW Camaro an Vermitt Kauf;-;-;
714262;NW EW Camaro an Vermitt Kauf;-;-;
714271;NW EW Camaro an Vermitt Leas;-;-;
714272;NW EW Camaro an Vermitt Leas;-;-;
714301;NW EW Trax an Kunden Kauf;-;-;
714302;NW EW Trax an Kunden Kauf;-;-;
714311;NW EW Trax an Kd Leas;-;-;
714312;NW EW Trax an Kd Leas;-;-;
714321;NW EW Trax an Gewkd Kauf;-;-;
714322;NW EW Trax an Gewkd Kauf;-;-;
714331;NW EW Trax an Gewkd Leas;-;-;
714332;NW EW Trax an Gewkd Leas;-;-;
714341;NW EW Trax an Großkd Kauf;-;-;
714342;NW EW Trax an Großkd Kauf;-;-;
714351;NW EW Trax an Großkd Leas;-;-;
714352;NW EW Trax an Großkd Leas;-;-;
714361;NW EW Trax an Vermitt Kauf;-;-;
714362;NW EW Trax an Vermitt Kauf;-;-;
714371;NW EW Trax an Vermitt Leas;-;-;
714372;NW EW Trax an Vermitt Leas;-;-;
714401;NW EW Cruze an Kunde Kauf;-;-;
714402;NW EW Cruze an Kunde Kauf;-;-;
714411;NW EW Cruze an Kunde Leas;-;-;
714412;NW EW Cruze an Kunde Leas;-;-;
714421;NW EW Cruze Gewkd Kauf;-;-;
714422;NW EW Cruze Gewkd Kauf;-;-;
714431;NW EW Cruze Gewkd Leas;-;-;
714432;NW EW Cruze Gewkd Leas;-;-;
714441;NW EW Cruze Großkd Kauf;-;-;
714442;NW EW Cruze Großkd Kauf;-;-;
714451;NW EW Cruze Großkd Leas;-;-;
714452;NW EW Cruze Großkd Leas;-;-;
714461;NW EW Cruze Vermitt Kauf;-;-;
714462;NW EW Cruze Vermitt Kauf;-;-;
714471;NW EW Cruze Vermitt Leas;-;-;
714472;NW EW Cruze Vermitt Leas;-;-;
714501;NW EW Orlando an Kunden Kauf;-;-;
714502;NW EW Orlando an Kunden Kauf;-;-;
714511;NW EW Orlando an Kd Leas;-;-;
714512;NW EW Orlando an Kd Leas;-;-;
714521;NW EW Orlando an Gewdkd Kauf;-;-;
714522;NW EW Orlando an Gewdkd Kauf;-;-;
714531;NW EW Orlando an Gewkd Leas;-;-;
714532;NW EW Orlando an Gewkd Leas;-;-;
714541;NW EW Orlando an Großkd Kauf;-;-;
714542;NW EW Orlando an Großkd Kauf;-;-;
714551;NW EW Orlando an Großkd Leas;-;-;
714552;NW EW Orlando an Großkd Leas;-;-;
714561;NW EW Orlando an Vermitt Kauf;-;-;
714562;NW EW Orlando an Vermitt Kauf;-;-;
714571;NW EW Orlando an Vermitt Leas;-;-;
714572;NW EW Orlando an Vermitt Leas;-;-;
714601;NW EW Evanda an Kunden Kauf;-;-;
714602;NW EW Evanda an Kunden Kauf;-;-;
714611;NW EW Evanda an Kunden Leas;-;-;
714612;NW EW Evanda an Kunden Leas;-;-;
714621;NW EW Evanda an Gewkd Kauf;-;-;
714622;NW EW Evanda an Gewkd Kauf;-;-;
714631;NW EW Evanda an Gewkd Leas;-;-;
714632;NW EW Evanda an Gewkd Leas;-;-;
714641;NW EW Evanda an Großkd Kauf;-;-;
714642;NW EW Evanda an Großkd Kauf;-;-;
714651;NW EW Evanda an Großkd Leas;-;-;
714652;NW EW Evanda an Großkd Leas;-;-;
714661;NW EW Evanda an Vermitt Kauf;-;-;
714662;NW EW Evanda an Vermitt Kauf;-;-;
714671;NW EW Evanda an Vermitt Leas;-;-;
714672;NW EW Evanda an Vermitt Leas;-;-;
714701;NW EW Aveo an Kunden Kauf;-;-;
714702;NW EW Aveo an Kunden Kauf;-;-;
714711;NW EW Aveo an Kunden Leas;-;-;
714712;NW EW Aveo an Kunden Leas;-;-;
714721;NW EW Aveo an Gewkd Kauf;-;-;
714722;NW EW Aveo an Gewkd Kauf;-;-;
714731;NW EW Aveo an Gewkd Leas;-;-;
714732;NW EW Aveo an Gewkd Leas;-;-;
714741;NW EW Aveo an Großkd Kauf;-;-;
714742;NW EW Aveo an Großkd Kauf;-;-;
714751;NW EW Aveo an Großkd Leas;-;-;
714752;NW EW Aveo an Großkd Leas;-;-;
714761;NW EW Aveo an Vermitt Kauf;-;-;
714762;NW EW Aveo an Vermitt Kauf;-;-;
714771;NW EW Aveo an Vermitt Leas;-;-;
714772;NW EW Aveo an Vermitt Leas;-;-;
714801;NW EW Captiva an Kunden Kauf;-;-;
714802;NW EW Captiva an Kunden Kauf;-;-;
714811;NW EW Captiva an Kunden Leas;-;-;
714812;NW EW Captiva an Kunden Leas;-;-;
714821;NW EW Captiva an Gewkd Kauf;-;-;
714822;NW EW Captiva an Gewkd Kauf;-;-;
714831;NW EW Captiva an Gewkd Leas;-;-;
714832;NW EW Captiva an Gewkd Leas;-;-;
714841;NW EW Captiva an Großkd Kauf;-;-;
714842;NW EW Captiva an Großkd Kauf;-;-;
714851;NW EW Captiva an Großkd Leas;-;-;
714852;NW EW Captiva an Großkd Leas;-;-;
714861;NW EW Captiva an Vermitt Kauf;-;-;
714862;NW EW Captiva an Vermitt Kauf;-;-;
714871;NW EW Captiva an Vermitt Leas;-;-;
714872;NW EW Captiva an Vermitt Leas;-;-;
714901;NW EW Malibu an Kd Kauf;-;-;
714902;NW EW Malibu an Kd Kauf;-;-;
714911;NW EW Malibu an Kd Leas;-;-;
714912;NW EW Malibu an Kd Leas;-;-;
714921;NW EW Malibu an Gewkd Kauf;-;-;
714922;NW EW Malibu an Gewkd Kauf;-;-;
714931;NW EW Malibu an Gewkd Leas;-;-;
714932;NW EW Malibu an Gewkd Leas;-;-;
714941;NW EW Malibu an Großkd Kauf;-;-;
714942;NW EW Malibu an Großkd Kauf;-;-;
714951;NW EW Malibu an Großkd Leas;-;-;
714952;NW EW Malibu an Großkd Leas;-;-;
714961;NW EW Malibu an Vermitt Kauf;-;-;
714962;NW EW Malibu an Vermitt Kauf;-;-;
714971;NW EW Malibu an Vermitt Leas;-;-;
714972;NW EW Malibu an Vermitt Leas;-;-;
715001;NW EW sonst NW PKW<>GM Kd;-;-;
715002;NW EW sonst NW PKW<>GM Kd;-;-;
715021;NW EW sonst NW PKW<>GMGewkd;-;-;
715022;NW EW sonst NW PKW<>GMGewkd;-;-;
715101;NW EW sonst NW NFZ Kd;-;-;
715102;NW EW sonst NW NFZ Kd;-;-;
715121;NW EW sonst NW NFZ Gewkd;-;-;
715122;NW EW sonst NW NFZ Gewkd;-;-;
715501;EW NFZ-Fahrzeugaufbauten;-;-;
715502;EW NFZ-Fahrzeugaufbauten;-;-;
715601;EW NFZ-Fahrzeugumbauten;-;-;
715602;EW NFZ-Fahrzeugumbauten;-;-;
716001;EW NW an andere Händler;-;-;
716002;EW NW an andere Händler;-;-;
716501;EW eigene Anschlussgarantie;-;-;
716502;EW eigene Anschlussgarantie;-;-;
717001;EW Sonstige  Erlöse Neuwagen;-;-;
717002;EW Sonstige  Erlöse Neuwagen;-;-;
717501;EW Zulassung und Betankung NW;-;-;
717502;EW Zulassung und Betankung NW;-;-;
717601;GIVIT Garantien NW;-;-;
717602;GIVIT Garantien NW;-;-;
717701;Volumen- Dieselbonus Kd OPEL;-;-;
717702;Volumen- Dieselbonus Kd OPEL;-;-;
717711;Qualität-Standardbonus Kd OPEL;-;-;
717712;Qualität-Standardbonus Kd OPEL;-;-;
717721;Qualität-Standardbon Groß OPEL;-;-;
717722;Qualität-Standardbon Groß OPEL;-;-;
717731;Bonus Großkd (Flotten) OPEL;-;-;
717732;Bonus Großkd (Flotten) OPEL;-;-;
717801;Volumen- Dieselbonus Kd Saab;-;-;
717802;Volumen- Dieselbonus Kd Saab;-;-;
717811;Qualitäts-Standardbonus Kd Saa;-;-;
717812;Qualitäts-Standardbonus Kd Saa;-;-;
717821;Qualitäts-Stand.bonus Groß Saa;-;-;
717822;Qualitäts-Stand.bonus Groß Saa;-;-;
717831;Bonus Großkunden (Flotten) Saa;-;-;
717832;Bonus Großkunden (Flotten) Saa;-;-;
717901;Volumen-Dieselb.Kd Chev;-;-;
717902;Volumen-Dieselb.Kd Chev;-;-;
717911;Qualitäts-Standardb Kd Chev;-;-;
717912;Qualitäts-Standardb Kd Chev;-;-;
717921;Qualitäts-Standardb Großkd Che;-;-;
717922;Qualitäts-Standardb Großkd Che;-;-;
717931;Bonus Großkd (Flotten) Chev;-;-;
717932;Bonus Großkd (Flotten) Chev;-;-;
718001;EW VFW Opel PKW Kd;-;-;
718002;EW VFW Opel PKW Kd;-;-;
718011;EW VFW Opel PKW Handel;-;-;
718012;EW VFW Opel PKW Handel;-;-;
718101;EW VFW Opel NFZ Kd;-;-;
718102;EW VFW Opel NFZ Kd;-;-;
718111;EW VFW Opel NFZ Handel;-;-;
718112;EW VFW Opel NFZ Handel;-;-;
718201;EW VFW Leapmotor;-;-;
718202;EW VFW Leapmotor;-;-;
718211;EW VFW Leapmotor PKW Handel;-;-;
718212;EW VFW Leapmotor PKW Handel;-;-;
718401;EW VFW Chev PKW Kd;-;-;
718402;EW VFW Chev PKW Kd;-;-;
718411;EW VFW Chev PKW Hdl;-;-;
718412;EW VFW Chev PKW Hdl;-;-;
718501;EW VFW Chev NFZ Kd;-;-;
718502;EW VFW Chev NFZ Kd;-;-;
718511;EW VFW Chev NFZ Hdl;-;-;
718512;EW VFW Chev NFZ Hdl;-;-;
719001;EW Mietwagen PKW Kunden G2;-;-;
719002;EW Mietwagen PKW Kunden G2;-;-;
719101;EW Mietwagen NFZ Kunden G2;-;-;
719102;EW Mietwagen NFZ Kunden G2;-;-;
719201;EW Mietwagen PKW Kunden;-;-;
719202;EW Mietwagen PKW Kunden;-;-;
719301;EW Mietwagen NFZ Kunden;-;-;
719302;EW Mietwagen NFZ Kunden;-;-;
719411;EW Mietwagen PKW Handel;-;-;
719412;EW Mietwagen PKW Handel;-;-;
719511;EW Mietwagen NFZ Handel;-;-;
719512;EW Mietwagen NFZ Handel;-;-;
720001;EW GW Eintausch Kd G2 reg;-;-;
720002;EW GW Eintausch Kd G2 reg;-;-;
720101;EW GW Eintausch Kd G2 diff;-;-;
720102;EW GW Eintausch Kd G2 diff;-;-;
720201;EW GW Eintausch an Kd reg;-;-;
720202;EW GW Eintausch an Kd reg;-;-;
720301;EW GW Eintausch an Kd diff;-;-;
720302;EW GW Eintausch an Kd diff;-;-;
720711;EW GW Eintausch an Händler reg;-;-;
720712;EW GW Eintausch an Händler reg;-;-;
720811;EW GW Eintausch an Händlerdiff;-;-;
720812;EW GW Eintausch an Händlerdiff;-;-;
721001;EW GW Zukauf an Kd G2 reg;-;-;
721002;EW GW Zukauf an Kd G2 reg;-;-;
721101;EW GW Zukauf an Kd G2 diff;-;-;
721102;EW GW Zukauf an Kd G2 diff;-;-;
721201;EW GW Zukauf an Kd reg;-;-;
721202;EW GW Zukauf an Kd reg;-;-;
721301;EW GW Zukauf an Kd diff;-;-;
721302;EW GW Zukauf an Kd diff;-;-;
721711;EW GW Zukauf an Händler reg;-;-;
721712;EW GW Zukauf an Händler reg;-;-;
721811;EW GW Zukauf an Händler diff;-;-;
721812;EW GW Zukauf an Händler diff;-;-;
722001;EW GW NFZ an Kd G2 reg;-;-;
722002;EW GW NFZ an Kd G2 reg;-;-;
722101;EW GW NFZ an Kd G2 diff;-;-;
722102;EW GW NFZ an Kd G2 diff;-;-;
722201;EW GW NFZ an Kd reg;-;-;
722202;EW GW NFZ an Kd reg;-;-;
722301;EW GW NFZ an Kd diff;-;-;
722302;EW GW NFZ an Kd diff;-;-;
722711;EW GW NFZ an Händler reg;-;-;
722712;EW GW NFZ an Händler reg;-;-;
722811;EW GW NFZ an Händler diff;-;-;
722812;EW GW NFZ an Händler diff;-;-;
723001;EW GW aus Leas/Rück Kd G2;-;-;
723002;EW GW aus Leas/Rück Kd G2;-;-;
723101;EW GW aus Leas/Rücknahme an Kd;-;-;
723102;EW GW aus Leas/Rücknahme an Kd;-;-;
723611;EW GW aus Leas/Rücknahme an Hd;-;-;
723612;EW GW aus Leas/Rücknahme an Hd;-;-;
724001;EW GW a Geschwg Kd G2 reg;-;-;
724002;EW GW a Geschwg Kd G2 reg;-;-;
724101;EW GW a Geschwg Kd G2 diff;-;-;
724102;EW GW a Geschwg Kd G2 diff;-;-;
724201;EW GW aus Geschäftswg a Kd reg;-;-;
724202;EW GW aus Geschäftswg a Kd reg;-;-;
724301;EW GW aus Geschwg a Kd diff;-;-;
724302;EW GW aus Geschwg a Kd diff;-;-;
724711;EW GW aus Geschwg an Hdl reg;-;-;
724712;EW GW aus Geschwg an Hdl reg;-;-;
724811;EW GW aus Geschwg an Hdl diff;-;-;
724812;EW GW aus Geschwg an Hdl diff;-;-;
725001;EW GW Leasingdurchläufer;-;-;
725002;EW GW Leasingdurchläufer;-;-;
725101;EW GW Leasingdurchläufer G2;-;-;
725102;EW GW Leasingdurchläufer G2;-;-;
725501;EW GW Schrottfahrzeuge reg;-;-;
725502;EW GW Schrottfahrzeuge reg;-;-;
725601;EW GW Schrottfahrzeuge diff;-;-;
725602;EW GW Schrottfahrzeuge diff;-;-;
726001;EW GW innerh v Firmgr PKW reg;-;-;
726002;EW GW innerh v Firmgr PKW reg;-;-;
726101;EW GW innerh v Firmgr NFZ reg;-;-;
726102;EW GW innerh v Firmgr NFZ reg;-;-;
726201;EW GW innerh v Firmgr PKW diff;-;-;
726202;EW GW innerh v Firmgr PKW diff;-;-;
726301;EW GW innerh v Firmgr NFZ diff;-;-;
726302;EW GW innerh v Firmgr NFZ diff;-;-;
727001;Sonstige Einsatzwerte GW;-;-;
727002;Sonstige Einsatzwerte GW;-;-;
727051;Zulassung und Betankung GW;-;-;
727052;Zulassung und Betankung GW;-;-;
727101;EW GIVIT Garantien;-;-;
727102;EW GIVIT Garantien;-;-;
727401;EW GW Lohnaufbereitung;-;-;
727402;EW GW Lohnaufbereitung;-;-;
727501;GIVIT Garantien GW;-;-;
727502;GIVIT Garantien GW;-;-;
727601;Verkaufshilfen VFW und GW;-;-;
727602;Verkaufshilfen VFW und GW;-;-;
727701;Anpassung Wertberichtigung GW;-;-;
727702;Anpassung Wertberichtigung GW;-;-;
729001;EW Instand GW (nicht GW Prog);-;-;
729002;EW Instand GW (nicht GW Prog);-;-;
729051;EW Instand GW (G2 Programm);-;-;
729052;EW Instand GW (G2 Programm);-;-;
730001;EW GM OTZ an Kunde Mechanik;-;-;
730002;EW GM OTZ an Kunde Mechanik;-;-;
730101;EW GM Originalteile an VH&SP;-;-;
730102;EW GM Originalteile an VH&SP;-;-;
730201;EW GM Orig.T. an Verbraucher;-;-;
730202;EW GM Orig.T. an Verbraucher;-;-;
730301;EW GM Orig.T. an FW;-;-;
730302;EW GM Orig.T. an FW;-;-;
730311;EW GM Orig.T.an Wiederverk/Gro;-;-;
730312;EW GM Orig.T.an Wiederverk/Gro;-;-;
730401;EW GM Orig.T.an verb. Untern.;-;-;
730402;EW GM Orig.T.an verb. Untern.;-;-;
730501;EW GM Orig.T.aus Rep-Pak Mech;-;-;
730502;EW GM Orig.T.aus Rep-Pak Mech;-;-;
730601;EW GM Orig.T. Garant&Kulanz M;-;-;
730602;EW GM Orig.T. Garant&Kulanz M;-;-;
730691;EW GM Orig.T. aus GWL (o.St);-;-;
730692;EW GM Orig.T. aus GWL (o.St);-;-;
730701;EW GM Orig.T. Mechanik intern;-;-;
730702;EW GM Orig.T. Mechanik intern;-;-;
730801;EW GM Orig.T Vers. Mech o.St.;-;-;
730802;EW GM Orig.T Vers. Mech o.St.;-;-;
730901;EW GM Originalteile an SP;-;-;
730902;EW GM Originalteile an SP;-;-;
731001;EW ATZ/OET an Mechanik Kunden;-;-;
731002;EW ATZ/OET an Mechanik Kunden;-;-;
731101;EW ATZ/OET an Wiederverk&Großk;-;-;
731102;EW ATZ/OET an Wiederverk&Großk;-;-;
731201;EW ATZ/OET an Verbraucher;-;-;
731202;EW ATZ/OET an Verbraucher;-;-;
731301;EW AT/FW;-;-;
731302;EW AT/FW;-;-;
731311;EW AT GR.A;-;-;
731312;EW AT GR.A;-;-;
731501;EW ATZ/OET a Rep-Paketen Mech;-;-;
731502;EW ATZ/OET a Rep-Paketen Mech;-;-;
731601;EW ATZ/OET GWL & Kulanz Mech;-;-;
731602;EW ATZ/OET GWL & Kulanz Mech;-;-;
731691;EW ATZ/OET GWL u. Kulan (o.St);-;-;
731692;EW ATZ/OET GWL u. Kulan (o.St);-;-;
731701;EW ATZ/OET intern Mechanik;-;-;
731702;EW ATZ/OET intern Mechanik;-;-;
731801;EW ATZ/OET Vers Mech o. St.;-;-;
731802;EW ATZ/OET Vers Mech o. St.;-;-;
731901;EW gebrauchte Teile;-;-;
731902;EW gebrauchte Teile;-;-;
732001;EW Reifen;-;-;
732002;EW Reifen;-;-;
732701;EW Reifen intern;-;-;
732702;EW Reifen intern;-;-;
733001;EW TE/WERK;-;-;
733002;EW TE/WERK;-;-;
733011;EW TE/WVK;-;-;
733012;EW TE/WVK;-;-;
733021;EW TE/EV;-;-;
733022;EW TE/EV;-;-;
733061;EW TE/GL;-;-;
733062;EW TE/GL;-;-;
733071;EW TE/INT;-;-;
733072;EW TE/INT;-;-;
733091;EW TE/AOS;-;-;
733092;EW TE/AOS;-;-;
734001;EW Eigene Kraftstoffe;-;-;
734002;EW Eigene Kraftstoffe;-;-;
734701;EW Eigene Kraftstoffe intern;-;-;
734702;EW Eigene Kraftstoffe intern;-;-;
735001;EW Eigene Öle;-;-;
735002;EW Eigene Öle;-;-;
735601;EW OELE GL;-;-;
735602;EW OELE GL;-;-;
735701;EW Eigene Öle intern;-;-;
735702;EW Eigene Öle intern;-;-;
736001;EW CHEVROLET TEILE;-;-;
736002;EW CHEVROLET TEILE;-;-;
736061;EW CTZ GWL;-;-;
736062;EW CTZ GWL;-;-;
736071;EW CTZ intern;-;-;
736072;EW CTZ intern;-;-;
737001;EW Sonstige Erlöse Teile;-;-;
737002;EW Sonstige Erlöse Teile;-;-;
738001;EW NAV Teile an Kunden;-;-;
738002;EW NAV Teile an Kunden;-;-;
738101;EW NAV Teile an VH;-;-;
738102;EW NAV Teile an VH;-;-;
738201;EW NAV Teile an Verbraucher;-;-;
738202;EW NAV Teile an Verbraucher;-;-;
738301;EW NAV Teile an FW und Großkd;-;-;
738302;EW NAV Teile an FW und Großkd;-;-;
738401;EW NAV Teile an verbundene UN;-;-;
738402;EW NAV Teile an verbundene UN;-;-;
738501;EW NAV Teile aus Rep-Paketen;-;-;
738502;EW NAV Teile aus Rep-Paketen;-;-;
738601;EW NAV Teile aus Garant+Kulanz;-;-;
738602;EW NAV Teile aus Garant+Kulanz;-;-;
738691;EW NAV Teile GWL (o.St);-;-;
738692;EW NAV Teile GWL (o.St);-;-;
738701;EW NAV Teile intern;-;-;
738702;EW NAV Teile intern;-;-;
738801;EW NAV Teile Versicherung;-;-;
738802;EW NAV Teile Versicherung;-;-;
738901;EW NAV Teile an SP;-;-;
